Timestamp,Consent,Age,Gender,University,DegreeProgram,Platform,DailyUsage,SMU1,SMU2,SMU3,SMU4,SMU5,DI1,DI2,DI3,DI4,DI5,EC1,EC2,EC3,EC4,SC1,SC2,SC3,SC4,SC5,SE1,SE2,SE3,SE4,SE5,SE6,SE7,SE8,SE9,SE10
12/11/2025 14:56:17,Yes,18–22,Female,IQRA,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,1,2,1,1,5,3,1,1,1,3,3,1,3,3,3,1,1,1,4,3,3,3,2,3,3,3,3,5
12/11/2025 14:57:24,Yes,23–26,Female,Arena Multimedia ,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,2,3,2,3,5,2,3,1,1,4,4,3,4,2,2,3,2,1,4,4,5,4,4,2,2,2,1,3
12/11/2025 15:00:11,Yes,30+,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,5,3,1,3,5,5,1,3,1,3,3,3,1,1,3,3,3,3,5,3,3,3,3,3,3,3,3,3
12/11/2025 15:04:16,Yes,30+,Female,IoBM,Masters (MBA/MS/MPhill),Instagram,Less than 1 hour,3,4,3,3,4,5,5,5,4,3,4,4,4,3,4,1,4,4,3,5,4,4,3,4,5,5,3,3,3
12/11/2025 15:07:57,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,3,1,1,3,3,3,2,3,5,4,5,2,3,1,1,3,1,1,5,3,3,3,3,4,3,2,3,2
12/11/2025 15:18:55,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,2,3,3,2,1,5,5,3,2,3,4,2,3,3,1,1,2,3,1,3,2,1,5,1,1,2,5,1,1
12/11/2025 15:24:26,Yes,30+,Male,Al Kawthar University ,Masters (MBA/MS/MPhill),TikTok,Less than 1 hour,5,5,4,5,5,4,4,4,4,4,3,4,4,3,2,1,4,2,3,5,1,4,4,4,5,5,1,5,1
12/11/2025 15:33:39,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,2,2,3,2,4,4,5,4,2,2,3,1,1,1,1,1,1,1,5,5,5,4,5,5,4,5,5,5
12/11/2025 15:48:54,Yes,30+,Male,FUUAST,Masters (MBA/MS/MPhill),Instagram,Less than 1 hour,1,2,5,5,3,5,2,5,5,3,3,3,5,4,1,1,3,1,1,3,3,5,5,2,5,5,1,5,2
12/11/2025 15:55:35,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,2,1,2,3,3,3,4,4,3,5,4,5,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3
12/11/2025 15:56:20,Yes,23–26,Male,MAJU,Bachelors (BS/BA/BBA),Instagram,1–3 hours,3,3,1,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12/11/2025 16:04:28,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,4,4,3,4,4,1,2,4,1,4,4,5,1,3,3,3,4,3,4,4,4,3,2,4,2,1,4,2
12/11/2025 16:21:52,Yes,30+,Female,KIET,Masters (MBA/MS/MPhill),Both,Less than 1 hour,3,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,4,4,4,4,3,4,3,3,4,2
12/11/2025 16:21:53,Yes,23–26,Female,KIET,Masters (MBA/MS/MPhill),Instagram,1–3 hours,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,1,5,5,1,5,5,1,5,5
12/11/2025 17:23:49,Yes,30+,Male,University of Karachi,Masters (MBA/MS/MPhill),Instagram,1–3 hours,3,3,3,3,3,3,3,4,5,3,5,5,5,3,1,5,1,1,1,3,1,3,1,5,3,5,5,3,5
12/11/2025 18:49:01,Yes,30+,Female,University of Sindh,Teacher ,Both,Less than 1 hour,5,5,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,5,5,1
12/11/2025 19:05:28,Yes,30+,Female,MAJU,Bachelors (BS/BA/BBA),TikTok,5+ hours,5,4,3,5,4,3,4,1,5,3,3,4,4,5,2,5,2,4,3,5,3,5,5,4,5,5,4,4,1
12/11/2025 23:56:47,Yes,30+,Male,KIET,Masters (MBA/MS/MPhill),Both,Less than 1 hour,2,2,1,4,4,5,5,4,5,5,4,4,4,4,2,2,3,4,4,4,2,4,4,2,4,5,2,4,2
13/11/2025 00:06:11,Yes,27–30,Female,IQRA,Bachelors (BS/BA/BBA),Both,5+ hours,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,3,4,2,2,5,2,5,5,2,2
13/11/2025 10:24:29,Yes,27–30,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,3,2,1,3,3,2,2,1,1,2,2,2,1,1,2,1,1,4,2,4,4,2,4,5,2,4,4
13/11/2025 14:31:30,Yes,27–30,Female,KIET,Masters (MBA/MS/MPhill),Both,3–5 hours,4,2,1,1,1,4,4,4,4,2,5,4,4,4,2,2,2,4,2,4,4,4,4,4,4,4,2,4,2
13/11/2025 14:41:02,Yes,30+,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13/11/2025 14:42:19,Yes,23–26,Male,MAJU,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13/11/2025 14:52:09,Yes,30+,Male,KIET,Bachelors (BS/BA/BBA),TikTok,Less than 1 hour,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13/11/2025 17:45:02,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,3,4,4,5,3,2,4,2,4,4,3,4,1,2,3,2,2,4,3,4,4,4,4,4,4,4,3
13/11/2025 18:07:54,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,2,1,4,4,4,4,2,4,2,4,4,4
13/11/2025 18:30:14,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,4,4,4,1,4,1,1,5,1
13/11/2025 21:22:41,Yes,27–30,Female,KIET,Masters (MBA/MS/MPhill),Instagram,5+ hours,5,5,4,5,5,5,4,3,4,4,4,5,4,2,4,4,4,2,3,5,5,4,4,3,5,4,5,5,5
15/11/2025 15:24:38,Yes,30+,Male,IQRA,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,3,2,3,3,5,3,4,4,5,5,1,4,4,5,2,3,4,3,3,5,5,4,5,4,5,5,5,5
15/11/2025 15:25:58,Yes,30+,Male,VIRTUAL UNIVERSITY,Bachelors (BS/BA/BBA),TikTok,1–3 hours,5,3,4,4,3,5,3,5,4,4,3,4,4,4,5,5,1,3,2,5,2,4,3,3,5,5,4,4,4
15/11/2025 15:50:25,Yes,23–26,Female,KASBIT,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15/11/2025 15:50:49,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15/11/2025 16:59:56,Yes,27–30,Female,TLC,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,5,1,1,1,5,5,1,5,3,5,5,1,3,1,1,1,1,1,5,2,5,5,1,5,3,1,5,1
15/11/2025 17:49:50,Yes,27–30,Male,KIET,Masters (MBA/MS/MPhill),Both,1–3 hours,4,4,4,5,4,5,2,2,4,1,2,4,4,2,1,1,1,1,1,4,1,5,5,1,5,1,1,5,1
15/11/2025 17:50:44,Yes,30+,Female,JPMC,Masters (MBA/MS/MPhill),Both,Less than 1 hour,5,5,2,2,2,5,5,5,5,1,1,4,1,4,1,1,3,2,1,4,2,5,5,1,5,5,1,5,1
15/11/2025 17:52:59,Yes,23–26,Male,FUUAST,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,5,5,5,5,3,3,4,4,2,4,5,5,5,2,1,3,1,1,5,1,5,4,1,5,1,1,5,1
16/11/2025 05:19:20,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,2,3,1,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,3,3,3,3,3
16/11/2025 06:37:11,Yes,23–26,Female,Government college university ,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,5,2,1,1,5,1,4,1,1,1,1,4,1,4,2,1,1,1,4,4,4,5,1,4,1,1,4,1
16/11/2025 14:05:53,Yes,23–26,Male,MAJU,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,2,2,4,2,4,2,4,3,4
16/11/2025 14:08:15,Yes,23–26,Female,JPMC,Masters (MBA/MS/MPhill),Both,1–3 hours,4,3,2,4,3,5,5,5,5,5,2,3,4,2,4,3,4,4,2,4,2,4,4,2,4,2,4,4,2
17/11/2025 12:15:48,Yes,23–26,Female,MAJU,Bachelors (BS/BA/BBA),Both,3–5 hours,5,4,4,4,4,2,2,4,4,4,4,4,4,4,2,2,2,2,2,5,1,5,5,1,5,5,1,5,1
17/11/2025 12:25:30,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,5,5,5,5,5,5,5,2,5,2
17/11/2025 14:00:16,Yes,30+,Male,IBA,Masters (MBA/MS/MPhill),Both,Less than 1 hour,1,1,1,1,1,1,1,3,1,1,3,2,1,5,5,5,3,5,5,1,5,1,1,5,1,5,5,1,5
17/11/2025 14:06:52,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17/11/2025 16:19:32,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,3,4,4,2,2,3,3,1,4,4,3,3,2,2,2,2,1,4,2,5,5,1,5,3,1,5,1
17/11/2025 17:27:02,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,5,4,1,3,5,5,5,5,5,5,4,5,4,4,2,2,5,5,5,5,5,5,5,5,5,3,5,3,4
17/11/2025 17:32:20,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,4,4,2,5,5,3,2,1,5,5,5,5,3,3,3,3,5,5,1,4,4,1,5,2,2,1,1
17/11/2025 17:33:54,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,4,4,2,4,4,4,4,2,4,4,2,2,2
17/11/2025 17:36:13,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,3,3,2,2,4,3,4,4,2,4,4,3,4,2,2,2,3,2,4,2,3,4,3,3,4,3,4,2
17/11/2025 17:38:15,Yes,27–30,Female,KIET,Masters (MBA/MS/MPhill),Both,Less than 1 hour,4,3,2,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3
17/11/2025 17:38:47,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,2,2,4,3,2,4,5,2,5,2,4,4,4,2,2,2,4,2,2,4,2,4,3,2,4,4,2,2,2
17/11/2025 17:39:17,Yes,27–30,Male,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,1–3 hours,5,4,4,1,1,4,1,3,1,3,4,4,4,4,1,1,3,1,1,5,1,5,5,1,5,1,1,5,1
17/11/2025 17:39:21,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,3,1,1,3,5,5,5,5,5,4,5,5,5,1,1,1,1,5,1,5,5,1,5,1,1,5,1
17/11/2025 17:39:25,Yes,23–26,Female,KIET ,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,4,5,4,4,4,5,3,3,3,2,2,2,1,2,3,3,2,4,5,5,5,5,5,4,4,5,5
17/11/2025 17:39:27,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),TikTok,1–3 hours,5,5,1,1,1,5,5,2,3,1,3,2,3,1,1,2,1,1,1,4,1,5,5,1,5,1,3,5,2
17/11/2025 17:40:29,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,4,3,5,5,5,3,4,3,4,4,4,4,2,2,2,2,2,5,3,4,4,3,5,3,3,4,3
17/11/2025 17:40:45,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,2,1,2,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,5,5,1,5,5,1,5,1
17/11/2025 17:42:11,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,1,1,1,4,4,1,1,1,4,4,1,3,1,1,1,1,1,5,5,5,5,1,5,5,1,5,1
17/11/2025 17:42:51,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,5,2,2,4,2,2,5,2,5,3,3,2,4,2,2,5,4,4,4,4,4,4,4,4,4
17/11/2025 17:43:13,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,4,3,2,5,4,4,4,4,4,4,4,4,2,3,4,2,2,4,2,4,4,1,4,4,2,4,1
17/11/2025 17:43:22,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,4,5,5,4,5,5,5,4,3,4,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,3,2
17/11/2025 17:44:30,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,3,3,1,1,5,3,3,3,1,3,4,4,2,1,1,3,1,1,4,2,4,4,2,4,3,2,4,3
17/11/2025 17:46:36,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,4,2,3,5,1,1,2,3,3,4,1,1,2,4,4,5,5,1,5,1,5,2,1,4,1,5,5,3,1
17/11/2025 17:47:46,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5
17/11/2025 17:48:45,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,3,3,1,1,1,4,4,3,3,5,4,4,4,4,1,1,1,1,1,3,3,3,3,3,3,2,1,3,1
17/11/2025 17:50:51,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,3,2,2,4,2,5
17/11/2025 17:50:57,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,5,4,5,1,1,1,2,4,4,5,1
17/11/2025 17:51:03,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,3,1,3,3,4,4,4,4,4,5,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4
17/11/2025 17:55:59,Yes,23–26,Female,KIET,Masters (MBA/MS/MPhill),TikTok,Less than 1 hour,4,4,3,4,4,3,1,1,3,3,4,4,4,1,1,1,1,1,1,4,1,5,5,1,5,1,1,5,1
17/11/2025 17:59:10,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,3,2,4,2,3,4,4,2,3,4,5,4,1,1,2,2,2,4,2,4,4,4,5,5,1,4,3
17/11/2025 18:00:45,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,4,4,4,4,4,4,5,4,3,4,4,3,3,3,4,2,4,5,5,5,5,3,5,5,4
17/11/2025 18:03:53,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,3–5 hours,2,4,4,3,4,4,5,5,3,5,4,4,4,4,4,4,4,3,5,3,4,3,3,4,4,4,5,3,5
17/11/2025 18:12:51,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,4,4,1,1,4,5,4,4,4,3,5,5,3,3,1,3,5,3,4,3,4,3,3,2,4,5,4,4,4
17/11/2025 18:13:14,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,2,3,5,5,4,1,3,4,4,4,4,3,1,4,2,2,4,2,4,4,2,4,4,2,4,2
17/11/2025 18:20:41,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
17/11/2025 18:25:15,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,4,5,4,4,4,3,4,1,4,4,3,3,3,1,3,1,1,4,3,5,3,4,5,4,2,4,1
17/11/2025 18:28:55,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,4,4,1,1,1,4,3,1,1,1,3,5,4,4,2,3,3,1,1,4,4,3,4,4,3,4,5,4,4
17/11/2025 18:37:12,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,2,4,2,2,4,5,4,4,4,2,4,4,5,4,2,2,4,2,2,4,2,4,4,2,4,2,2,4,4
17/11/2025 18:37:47,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17/11/2025 18:41:15,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,2,1,1,3,2,3,5,3,5,5,1,3,1,1,1,2,4,4,3,3,1,1,5,5,3,4,2
17/11/2025 18:44:30,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,4,4,3,3,3,3,2,2,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4
17/11/2025 18:55:35,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17/11/2025 19:06:30,Yes,23–26,Female,IoBM,Masters (MBA/MS/MPhill),Instagram,Less than 1 hour,3,4,2,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4,3,4,4,3,3,3
17/11/2025 19:42:14,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
17/11/2025 20:15:52,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,3,4,3,3,3,2,3,2,2,3,3,1,1,1,2,2,1,4,3,4,4,3,3,3,3,3,3
17/11/2025 20:17:18,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,3,4,5,4,4,2,2,1,4,5,5,4,3,2,4,3,2,4,4,4,5,2,4,4,3,5,2
17/11/2025 20:28:17,Yes,23–26,Male,KIET,Masters (MBA/MS/MPhill),Both,3–5 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,2,2,4,1
17/11/2025 20:37:31,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17/11/2025 21:25:09,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,2,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,3,3,2,4,4,4,4,4
17/11/2025 21:39:46,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,3,2,2,1,1,1,1,1,5,5,5,5,1,1,1,1,1,5,3,1,1,1,5,3,4,4,1
17/11/2025 21:42:11,Yes,23–26,Male,KIET ,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,4,4,4,4,5,4,5,4,2,4,4,4,4,2,1,4,1,1,4,1,5,5,1,5,1,1,4,1
17/11/2025 23:06:46,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,2,2,4,3,4,2,3,5,4,3,2,3,3,5,1,2,2,3,4,2,3,3,5,2,2,4,4,4,4
17/11/2025 23:15:07,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,2,2,1,1,4,4,2,2,2,2,3,2,3,1,1,1,1,1,5,4,4,4,2,4,4,2,4,2
17/11/2025 23:21:16,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,3,2,2,2,2,5,5,3,3,2,3,3,4,3,4,3,3,4,4,4,3,2,3,2,2,2,2,3,2
19/11/2025 10:36:37,Yes,30+,Male,UIT,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,3,2,2,1,1,2,3,4,5,5,4,3,2,5,4,3,4,3,5,5,5,5,5,5,5,5,5,5
19/11/2025 10:37:49,Yes,30+,Male,VIRTUAL UNIVERSITY,Bachelors (BS/BA/BBA),TikTok,1–3 hours,1,2,3,3,2,1,2,2,1,1,1,3,2,3,1,1,1,1,1,1,2,1,2,3,3,2,2,2,5
19/11/2025 10:39:25,Yes,30+,Male,DHA SUFFA,Bachelors (BS/BA/BBA),Both,Less than 1 hour,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2
19/11/2025 10:41:20,Yes,27–30,Female,KIET,Bachelors (BS/BA/BBA),Both,Less than 1 hour,3,3,5,5,3,2,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19/11/2025 10:42:23,Yes,23–26,Male,University of Karachi,Bachelors (BS/BA/BBA),Both,5+ hours,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,4,5,5,5,4,4,4,3,3
19/11/2025 10:43:23,Yes,18–22,Female,MITE,Masters (MBA/MS/MPhill),TikTok,Less than 1 hour,1,3,3,2,2,1,4,2,5,3,2,2,4,4,5,1,1,1,1,1,2,1,1,2,2,1,1,1,2
19/11/2025 10:44:24,Yes,23–26,Female,KIET,Masters (MBA/MS/MPhill),Instagram,3–5 hours,1,3,3,2,2,2,3,3,2,2,2,3,3,2,1,3,4,3,3,1,1,1,1,1,1,1,1,1,1
19/11/2025 10:45:29,Yes,30+,Male,SALIM HABIB UNIVERSITY,Masters (MBA/MS/MPhill),Both,Less than 1 hour,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19/11/2025 10:46:32,Yes,27–30,Male,MEHRAN UNIVERSITY,Bachelors (BS/BA/BBA),Both,Less than 1 hour,5,3,3,2,2,3,5,3,3,3,1,3,2,2,3,4,1,1,1,1,1,2,2,3,3,4,4,5,5
